Date,VIX,VXN NASDAQ,High Yield Spread
2013-07-25,12.97,13.32,4.65
2013-07-26,12.72,12.93,4.71
2013-07-29,13.39,13.65,4.69
2013-07-30,13.39,13.87,4.66
2013-07-31,13.45,14.25,4.71
2013-08-01,12.94,13.88,4.63
2013-08-02,11.98,12.77,4.74
2013-08-05,11.84,12.83,4.74
2013-08-06,12.72,13.35,4.76
2013-08-07,12.98,13.44,4.81
2013-08-08,12.73,13.26,4.8
2013-08-09,13.41,13.63,4.8
2013-08-12,12.81,12.86,4.78
2013-08-13,12.31,12.5,4.72
2013-08-14,13.04,13.3,4.69
2013-08-15,14.73,14.9,4.74
2013-08-16,14.37,14.73,4.7
2013-08-19,15.1,15.53,4.71
2013-08-20,14.91,15.15,4.8
2013-08-21,15.94,15.99,4.77
2013-08-22,14.76,15.44,4.73
2013-08-23,13.98,14.62,4.75
2013-08-26,14.99,15.32,4.75
2013-08-27,16.77,17.63,4.82
2013-08-28,16.49,17.42,4.77
2013-08-29,16.81,17.4,4.76
2013-08-30,17.01,17.53,
2013-09-02,,,4.78
2013-09-03,16.61,17.89,4.69
2013-09-04,15.88,16.77,4.64
2013-09-05,15.77,16.51,4.59
2013-09-06,15.85,16.32,4.63
2013-09-09,15.63,16.16,4.66
2013-09-10,14.53,15.24,4.6
2013-09-11,13.82,14.73,4.63
2013-09-12,14.29,14.75,4.61
2013-09-13,14.16,14.7,4.6
2013-09-16,14.38,15.16,4.54
2013-09-17,14.53,14.72,4.59
2013-09-18,13.59,14.15,4.67
2013-09-19,13.16,13.77,4.51
2013-09-20,13.12,12.97,4.54
2013-09-23,14.31,14.64,4.6
2013-09-24,14.08,14.37,4.65
2013-09-25,14.01,14.66,4.7
2013-09-26,14.06,14.36,4.69
2013-09-27,15.46,15.65,4.75
2013-09-30,16.6,16.73,4.83
2013-10-01,15.54,15.97,4.78
2013-10-02,16.6,16.72,4.78
2013-10-03,17.67,18.3,4.75
2013-10-04,16.74,17.32,4.7
2013-10-07,19.41,19.84,4.69
2013-10-08,20.34,22.07,4.68
2013-10-09,19.6,21.68,4.67
2013-10-10,16.48,18.45,4.61
2013-10-11,15.72,17.19,4.62
2013-10-14,16.07,17.47,4.6
2013-10-15,18.66,18.77,4.54
2013-10-16,14.71,16.4,4.55
2013-10-17,13.48,14.49,4.53
2013-10-18,13.04,13.69,4.46
2013-10-21,13.16,14.4,4.41
2013-10-22,13.33,14.96,4.44
2013-10-23,13.42,15.33,4.44
2013-10-24,13.2,14.5,4.4
2013-10-25,13.09,14.91,4.42
2013-10-28,13.31,14.97,4.44
2013-10-29,13.41,14.83,4.45
2013-10-30,13.65,14.72,4.43
2013-10-31,13.75,14.88,4.36
2013-11-01,13.28,14.76,4.31
2013-11-04,12.93,14.37,4.33
2013-11-05,13.27,14.4,4.33
2013-11-06,12.67,14.76,4.35
2013-11-07,13.91,15.67,4.34
2013-11-08,12.9,14.67,4.38
2013-11-11,12.53,14.37,4.38
2013-11-12,12.82,14.14,4.35
2013-11-13,12.52,13.66,4.42
2013-11-14,12.37,13.26,4.41
2013-11-15,12.19,13.13,4.38
2013-11-18,13.1,14.37,4.35
2013-11-19,13.39,14.52,4.31
2013-11-20,13.4,14.44,4.29
2013-11-21,12.66,14.01,4.32
2013-11-22,12.26,13.65,4.3
2013-11-25,12.79,13.74,4.27
2013-11-26,12.81,13.6,4.27
2013-11-27,12.98,13.36,4.24
2013-11-28,,,4.24
2013-11-29,13.7,13.93,4.23
2013-12-02,14.23,14.81,4.19
2013-12-03,14.55,14.93,4.22
2013-12-04,14.7,15.08,4.19
2013-12-05,15.08,16.11,4.16
2013-12-06,13.79,14.85,4.13
2013-12-09,13.49,14.8,4.11
2013-12-10,13.91,14.8,4.15
2013-12-11,15.42,15.88,4.11
2013-12-12,15.54,16.0,4.11
2013-12-13,15.76,15.98,4.12
2013-12-16,16.03,16.54,4.09
2013-12-17,16.21,16.47,4.15
2013-12-18,13.8,15.01,4.14
2013-12-19,14.15,14.92,4.07
2013-12-20,13.79,14.48,4.04
2013-12-23,13.04,14.11,4.0
2013-12-24,12.48,13.91,3.96
2013-12-25,,,
2013-12-26,12.33,13.93,3.96
2013-12-27,12.46,14.51,3.96
2013-12-30,13.56,15.16,3.97
2013-12-31,13.72,15.44,4.0
2014-01-01,,,
2014-01-02,14.23,15.88,4.0
2014-01-03,13.76,15.85,3.98
2014-01-06,13.55,15.82,3.96
2014-01-07,12.92,15.1,3.92
2014-01-08,12.87,14.88,3.87
2014-01-09,12.89,15.1,3.88
2014-01-10,12.14,14.09,3.95
2014-01-13,13.28,15.05,3.97
2014-01-14,12.28,13.52,3.92
2014-01-15,12.28,13.63,3.87
2014-01-16,12.53,14.11,3.88
2014-01-17,12.44,14.2,3.88
2014-01-20,,,3.88
2014-01-21,12.87,14.34,3.86
2014-01-22,12.84,14.43,3.82
2014-01-23,13.77,15.33,3.92
2014-01-24,18.14,18.84,4.08
2014-01-27,17.42,18.87,4.09
2014-01-28,15.8,17.65,4.08
2014-01-29,17.35,18.69,4.15
2014-01-30,17.29,18.65,4.12
2014-01-31,18.41,18.97,4.21
2014-02-03,21.44,21.44,4.28
2014-02-04,19.11,20.1,4.31
2014-02-05,19.95,21.15,4.28
2014-02-06,17.23,19.48,4.21
2014-02-07,15.29,16.71,4.2
2014-02-10,15.26,16.53,4.16
2014-02-11,14.51,15.84,4.08
2014-02-12,14.3,15.93,4.01
2014-02-13,14.14,15.49,4.07
2014-02-14,13.57,14.8,4.03
2014-02-17,,,4.03
2014-02-18,13.87,15.23,4.01
2014-02-19,15.5,16.32,3.95
2014-02-20,14.79,15.91,3.92
2014-02-21,14.68,15.81,3.9
2014-02-24,14.23,15.24,3.85
2014-02-25,13.67,15.15,3.84
2014-02-26,14.35,15.29,3.84
2014-02-27,14.04,14.79,3.83
2014-02-28,14.0,15.01,3.81
2014-03-03,16.0,16.85,3.87
2014-03-04,14.1,15.41,3.79
2014-03-05,13.89,15.22,3.78
2014-03-06,14.21,14.94,3.78
2014-03-07,14.11,15.23,3.79
2014-03-10,14.2,15.52,3.82
2014-03-11,14.8,15.78,3.82
2014-03-12,14.47,15.54,3.87
2014-03-13,16.22,17.47,3.92
2014-03-14,17.82,18.89,3.96
2014-03-17,15.64,17.47,3.9
2014-03-18,14.52,15.93,3.87
2014-03-19,15.12,16.23,3.74
2014-03-20,14.52,16.18,3.79
2014-03-21,15.0,17.35,3.76
2014-03-24,15.09,18.12,3.75
2014-03-25,14.02,17.12,3.73
2014-03-26,14.93,18.14,3.75
2014-03-27,14.62,18.49,3.77
2014-03-28,14.41,18.09,3.73
2014-03-31,13.88,18.12,3.77
2014-04-01,13.1,16.74,3.73
2014-04-02,13.09,16.37,3.66
2014-04-03,13.37,16.96,3.64
2014-04-04,13.96,18.79,3.68
2014-04-07,15.57,20.05,3.72
2014-04-08,14.89,19.11,3.73
2014-04-09,13.82,17.72,3.74
2014-04-10,15.89,20.59,3.77
2014-04-11,17.03,22.65,3.82
2014-04-14,16.11,21.7,3.76
2014-04-15,15.61,21.91,3.75
2014-04-16,14.18,20.41,3.73
2014-04-17,13.36,19.39,3.68
2014-04-18,,,
2014-04-21,13.25,18.53,3.67
2014-04-22,13.19,17.18,3.65
2014-04-23,13.27,16.9,3.68
2014-04-24,13.32,17.17,3.66
2014-04-25,14.06,18.59,3.69
2014-04-28,13.97,18.74,3.68
2014-04-29,13.71,18.33,3.66
2014-04-30,13.41,17.68,3.71
2014-05-01,13.25,17.15,3.75
2014-05-02,12.91,17.03,3.73
2014-05-05,13.29,16.78,3.74
2014-05-06,13.8,17.09,3.72
2014-05-07,13.4,17.4,3.74
2014-05-08,13.43,17.42,3.75
2014-05-09,12.92,16.52,3.74
2014-05-12,12.23,15.49,3.7
2014-05-13,12.13,15.37,3.7
2014-05-14,12.17,15.16,3.73
2014-05-15,13.17,16.06,3.78
2014-05-16,12.44,15.25,3.77
2014-05-19,12.42,15.1,3.76
2014-05-20,12.96,15.34,3.77
2014-05-21,11.91,14.5,3.77
2014-05-22,12.03,14.2,3.78
2014-05-23,11.36,13.45,3.78
2014-05-26,,,3.78
2014-05-27,11.51,13.72,3.76
2014-05-28,11.68,14.04,3.8
2014-05-29,11.57,13.84,3.78
2014-05-30,11.4,13.77,3.75
2014-06-02,11.58,14.33,3.61
2014-06-03,11.87,14.35,3.59
2014-06-04,12.08,14.21,3.59
2014-06-05,11.68,13.66,3.59
2014-06-06,10.73,13.21,3.53
2014-06-09,11.15,13.79,3.5
2014-06-10,10.99,13.57,3.46
2014-06-11,11.6,13.37,3.46
2014-06-12,12.56,13.85,3.5
2014-06-13,12.18,13.61,3.47
2014-06-16,12.65,13.7,3.43
2014-06-17,12.06,13.51,3.39
2014-06-18,10.61,12.65,3.41
2014-06-19,10.62,12.51,3.39
2014-06-20,10.85,12.27,3.36
2014-06-23,10.98,12.3,3.35
2014-06-24,12.13,12.61,3.37
2014-06-25,11.59,12.54,3.43
2014-06-26,11.63,12.2,3.47
2014-06-27,11.26,12.03,3.48
2014-06-30,11.57,12.21,3.53
2014-07-01,11.15,11.98,3.5
2014-07-02,10.82,11.59,3.46
2014-07-03,10.32,11.36,3.44
2014-07-04,,,3.44
2014-07-07,11.33,12.44,3.44
2014-07-08,11.98,13.74,3.48
2014-07-09,11.65,13.22,3.51
2014-07-10,12.59,14.13,3.62
2014-07-11,12.08,13.66,3.61
2014-07-14,11.82,13.59,3.57
2014-07-15,11.96,14.33,3.6
2014-07-16,11.0,13.38,3.63
2014-07-17,14.54,15.85,3.74
2014-07-18,12.06,13.4,3.78
2014-07-21,12.81,14.17,3.8
2014-07-22,12.24,13.26,3.79
2014-07-23,11.52,12.91,3.77
2014-07-24,11.84,13.08,3.72
2014-07-25,12.69,13.36,3.75
2014-07-28,12.56,13.84,3.74
2014-07-29,13.28,14.2,3.8
2014-07-30,13.33,13.93,3.79
2014-07-31,16.95,16.82,4.04
2014-08-01,17.03,17.26,4.25
2014-08-04,15.12,16.08,4.24
2014-08-05,16.87,17.02,4.17
2014-08-06,16.37,17.07,4.21
2014-08-07,16.66,17.37,4.2
2014-08-08,15.77,17.02,4.2
2014-08-11,14.23,15.27,4.12
2014-08-12,14.13,15.13,4.07
2014-08-13,12.9,13.81,4.03
2014-08-14,12.42,12.95,3.97
2014-08-15,13.15,13.37,3.97
2014-08-18,12.32,12.85,3.89
2014-08-19,12.21,12.66,3.85
2014-08-20,11.78,12.66,3.79
2014-08-21,11.76,12.5,3.81
2014-08-22,11.47,12.23,3.79
2014-08-25,11.7,12.45,3.77
2014-08-26,11.63,12.34,3.78
2014-08-27,11.78,12.34,3.81
2014-08-28,12.05,12.65,3.82
2014-08-29,11.98,12.71,3.8
2014-09-01,,,3.84
2014-09-02,12.25,12.98,3.8
2014-09-03,12.36,13.56,3.83
2014-09-04,12.64,13.78,3.85
2014-09-05,12.09,13.24,3.93
2014-09-08,12.66,13.66,3.92
2014-09-09,13.5,14.53,3.93
2014-09-10,12.88,14.12,4.01
2014-09-11,12.8,14.03,4.05
2014-09-12,13.31,14.67,4.03
2014-09-15,14.12,16.19,4.06
2014-09-16,12.73,14.92,4.1
2014-09-17,12.65,13.85,4.05
2014-09-18,12.03,13.51,3.98
2014-09-19,12.11,13.8,3.97
2014-09-22,13.69,15.51,4.02
2014-09-23,14.93,16.46,4.13
2014-09-24,13.27,15.25,4.18
2014-09-25,15.64,18.12,4.33
2014-09-26,14.85,16.85,4.4
2014-09-29,15.98,18.03,4.51
2014-09-30,16.31,18.26,4.4
2014-10-01,16.71,19.21,4.45
2014-10-02,16.16,18.63,4.42
2014-10-03,14.55,17.54,4.29
2014-10-06,15.46,17.98,4.26
2014-10-07,17.2,19.17,4.37
2014-10-08,15.11,17.26,4.48
2014-10-09,18.76,19.77,4.52
2014-10-10,21.24,22.62,4.66
2014-10-13,24.64,25.72,4.66
2014-10-14,22.79,25.0,4.83
2014-10-15,26.25,27.05,5.08
2014-10-16,25.2,26.73,4.98
2014-10-17,21.99,23.13,4.68
2014-10-20,18.57,20.32,4.68
2014-10-21,16.08,18.22,4.5
2014-10-22,17.87,19.96,4.44
2014-10-23,16.53,18.78,4.38
2014-10-24,16.11,17.93,4.38
2014-10-27,16.04,17.94,4.41
2014-10-28,14.39,16.6,4.39
2014-10-29,15.15,16.78,4.32
2014-10-30,14.52,16.61,4.35
2014-10-31,14.03,15.81,4.3
2014-11-03,14.73,16.42,4.29
2014-11-04,14.89,16.58,4.35
2014-11-05,14.17,16.34,4.32
2014-11-06,13.67,15.68,4.3
2014-11-07,13.12,14.71,4.36
2014-11-10,12.67,14.3,4.32
2014-11-11,12.92,14.32,4.32
2014-11-12,13.02,14.33,4.33
2014-11-13,13.79,14.55,4.37
2014-11-14,13.31,15.16,4.43
2014-11-17,13.99,15.53,4.46
2014-11-18,13.86,15.38,4.53
2014-11-19,13.96,15.71,4.57
2014-11-20,13.58,14.87,4.61
2014-11-21,12.9,14.71,4.54
2014-11-24,12.62,14.25,4.54
2014-11-25,12.25,14.12,4.54
2014-11-26,12.07,13.64,4.56
2014-11-27,,,4.56
2014-11-28,13.33,14.74,4.64
2014-12-01,14.29,16.57,4.82
2014-12-02,12.85,15.66,4.82
2014-12-03,12.47,15.08,4.81
2014-12-04,12.38,14.98,4.83
2014-12-05,11.82,14.37,4.77
2014-12-08,14.21,16.03,4.87
2014-12-09,14.89,16.43,5.06
2014-12-10,18.53,19.47,5.21
2014-12-11,20.08,20.4,5.25
2014-12-12,21.08,22.51,5.47
2014-12-15,20.42,22.08,5.52
2014-12-16,23.57,24.06,5.71
2014-12-17,19.44,20.86,5.48
2014-12-18,16.81,17.23,5.15
2014-12-19,16.49,16.89,5.09
2014-12-22,15.25,16.56,5.03
2014-12-23,14.8,16.81,4.94
2014-12-24,14.37,16.47,4.93
2014-12-25,,,
2014-12-26,14.5,16.27,4.93
2014-12-29,15.06,16.8,4.96
2014-12-30,15.92,16.97,4.98
2014-12-31,19.2,19.64,5.04
2015-01-01,,,
2015-01-02,17.79,19.2,5.08
2015-01-05,19.92,20.72,5.21
2015-01-06,21.12,21.85,5.37
2015-01-07,19.31,20.16,5.31
2015-01-08,17.01,18.15,5.17
2015-01-09,17.55,18.4,5.2
2015-01-12,19.6,19.87,5.27
2015-01-13,20.56,20.71,5.28
2015-01-14,21.48,21.41,5.39
2015-01-15,22.39,22.72,5.42
2015-01-16,20.95,21.22,
2015-01-19,,,5.39
2015-01-20,19.89,20.69,5.39
2015-01-21,18.85,20.02,5.36
2015-01-22,16.4,17.08,5.27
2015-01-23,16.66,17.06,5.3
2015-01-26,15.52,16.97,5.26
2015-01-27,17.22,19.22,5.29
2015-01-28,20.44,21.39,5.31
2015-01-29,18.76,19.48,5.28
2015-01-30,20.97,21.59,5.37
2015-02-02,19.43,20.79,5.26
2015-02-03,17.33,18.81,5.11
2015-02-04,18.33,19.16,5.05
2015-02-05,16.85,18.18,4.99
2015-02-06,17.29,18.41,4.78
2015-02-09,18.55,19.12,4.8
2015-02-10,17.23,17.46,4.75
2015-02-11,16.96,17.39,4.76
2015-02-12,15.34,16.1,4.74
2015-02-13,14.69,15.15,4.71
2015-02-16,,,4.69
2015-02-17,15.8,15.96,4.57
2015-02-18,15.45,15.9,4.62
2015-02-19,15.29,15.44,4.58
2015-02-20,14.3,14.67,4.53
2015-02-23,14.56,14.87,4.56
2015-02-24,13.69,14.26,4.58
2015-02-25,13.84,14.38,4.54
2015-02-26,13.91,14.33,4.43
2015-02-27,13.34,14.62,4.43
2015-03-02,13.04,14.27,4.38
2015-03-03,13.86,14.98,4.38
2015-03-04,14.23,15.59,4.44
2015-03-05,14.04,15.22,4.46
2015-03-06,15.2,16.75,4.42
2015-03-09,15.06,16.44,4.51
2015-03-10,16.69,18.02,4.66
2015-03-11,16.87,18.42,4.61
2015-03-12,15.42,17.15,4.62
2015-03-13,16.0,17.55,4.68
2015-03-16,15.61,16.91,4.72
2015-03-17,15.66,16.6,4.79
2015-03-18,13.97,14.99,4.91
2015-03-19,14.07,14.71,4.79
2015-03-20,13.02,13.82,4.81
2015-03-23,13.41,14.44,4.82
2015-03-24,13.62,14.62,4.81
2015-03-25,15.44,17.33,4.76
2015-03-26,15.8,17.5,4.74
2015-03-27,15.07,16.89,4.76
2015-03-30,14.51,16.06,4.73
2015-03-31,15.29,17.29,4.82
2015-04-01,15.11,17.35,4.86
2015-04-02,14.67,16.72,4.82
2015-04-03,,,
2015-04-06,14.74,16.58,4.8
2015-04-07,14.78,16.39,4.72
2015-04-08,13.98,15.45,4.67
2015-04-09,13.09,14.7,4.62
2015-04-10,12.58,14.1,4.6
2015-04-13,13.94,15.45,4.6
2015-04-14,13.67,15.46,4.62
2015-04-15,12.84,14.63,4.58
2015-04-16,12.6,14.5,4.61
2015-04-17,13.89,16.03,4.66
2015-04-20,13.3,14.86,4.6
2015-04-21,13.25,14.93,4.57
2015-04-22,12.71,14.68,4.53
2015-04-23,12.48,14.22,4.55
2015-04-24,12.29,14.2,4.56
2015-04-27,13.12,15.18,4.55
2015-04-28,12.41,14.88,4.52
2015-04-29,13.39,15.47,4.53
2015-04-30,14.55,16.51,4.59
2015-05-01,12.7,15.07,4.53
2015-05-04,12.85,15.15,4.51
2015-05-05,14.31,16.66,4.48
2015-05-06,15.15,17.79,4.5
2015-05-07,15.13,17.37,4.55
2015-05-08,12.86,15.38,4.53
2015-05-11,13.85,15.56,4.45
2015-05-12,13.86,15.96,4.56
2015-05-13,13.76,15.62,4.51
2015-05-14,12.74,14.31,4.52
2015-05-15,12.38,13.89,4.55
2015-05-18,12.73,13.95,4.49
2015-05-19,12.85,14.15,4.46
2015-05-20,12.88,14.0,4.49
2015-05-21,12.11,13.38,4.51
2015-05-22,12.13,13.23,4.47
2015-05-25,,,
2015-05-26,14.06,15.15,4.51
2015-05-27,13.27,13.96,4.48
2015-05-28,13.31,14.22,4.5
2015-05-29,13.84,14.75,4.52
2015-06-01,13.97,14.98,4.52
2015-06-02,14.24,15.46,4.49
2015-06-03,13.66,15.03,4.46
2015-06-04,14.71,15.79,4.56
2015-06-05,14.21,15.77,4.56
2015-06-08,15.29,16.94,4.61
2015-06-09,14.47,16.49,4.66
2015-06-10,13.22,15.07,4.6
2015-06-11,12.85,14.64,4.62
2015-06-12,13.78,15.16,4.63
2015-06-15,15.39,16.34,4.71
2015-06-16,14.81,16.0,4.77
2015-06-17,14.5,15.41,4.76
2015-06-18,13.19,13.88,4.71
2015-06-19,13.96,14.61,4.73
2015-06-22,12.74,13.83,4.62
2015-06-23,12.11,13.52,4.62
2015-06-24,13.26,14.24,4.66
2015-06-25,14.01,14.85,4.67
2015-06-26,14.02,15.33,4.65
2015-06-29,18.85,19.81,4.91
2015-06-30,18.23,19.34,5.0
2015-07-01,16.09,17.56,4.88
2015-07-02,16.79,17.66,4.91
2015-07-03,,,4.91
2015-07-06,17.01,17.91,5.07
2015-07-07,16.09,17.34,5.13
2015-07-08,19.66,20.07,5.21
2015-07-09,19.97,20.32,5.11
2015-07-10,16.83,17.92,4.97
2015-07-13,13.9,15.02,4.93
2015-07-14,13.37,14.27,4.94
2015-07-15,13.23,14.17,4.93
2015-07-16,12.11,12.59,4.91
2015-07-17,11.95,12.93,4.95
2015-07-20,12.25,14.03,4.96
2015-07-21,12.22,14.49,5.06
2015-07-22,12.12,14.17,5.16
2015-07-23,12.64,14.14,5.21
2015-07-24,13.74,15.85,5.32
2015-07-27,15.6,17.49,5.49
2015-07-28,13.44,15.51,5.44
2015-07-29,12.5,14.96,5.33
2015-07-30,12.13,14.44,5.26
2015-07-31,12.12,14.59,5.36
2015-08-03,12.56,15.18,5.45
2015-08-04,13.0,15.67,5.41
2015-08-05,12.51,15.13,5.29
2015-08-06,13.77,16.9,5.4
2015-08-07,13.39,16.9,5.52
2015-08-10,12.23,15.87,5.51
2015-08-11,13.71,17.45,5.67
2015-08-12,13.61,17.24,5.79
2015-08-13,13.49,16.95,5.66
2015-08-14,12.83,16.41,5.52
2015-08-17,13.02,15.55,5.58
2015-08-18,13.79,16.0,5.56
2015-08-19,15.25,17.36,5.68
2015-08-20,19.14,21.61,5.75
2015-08-21,28.03,30.2,5.86
2015-08-24,40.74,42.95,6.14
2015-08-25,36.02,38.32,5.9
2015-08-26,30.32,31.37,5.91
2015-08-27,26.1,28.46,5.8
2015-08-28,26.05,28.75,5.72
2015-08-31,28.43,29.92,5.7
2015-09-01,31.4,32.95,5.78
2015-09-02,26.09,28.41,5.73
2015-09-03,25.61,28.1,5.7
2015-09-04,27.8,28.92,5.74
2015-09-07,,,5.74
2015-09-08,24.9,26.56,5.64
2015-09-09,26.23,27.51,5.59
2015-09-10,24.37,26.44,5.58
2015-09-11,23.2,25.02,5.62
2015-09-14,24.25,25.44,5.62
2015-09-15,22.54,24.02,5.54
2015-09-16,21.35,22.58,5.59
2015-09-17,21.14,22.63,5.71
2015-09-18,22.28,23.6,5.8
2015-09-21,20.14,22.5,5.77
2015-09-22,22.44,24.58,5.98
2015-09-23,22.13,23.78,5.98
2015-09-24,23.47,24.72,6.14
2015-09-25,23.62,25.16,6.15
2015-09-28,27.63,28.99,6.48
2015-09-29,26.83,28.94,6.6
2015-09-30,24.5,26.82,6.62
2015-10-01,22.55,25.58,6.67
2015-10-02,20.94,23.71,6.83
2015-10-05,19.54,22.82,6.62
2015-10-06,19.4,22.65,6.52
2015-10-07,18.4,21.78,6.32
2015-10-08,17.42,20.91,6.26
2015-10-09,17.08,20.5,6.13
2015-10-12,16.17,19.01,6.13
2015-10-13,17.67,20.15,6.24
2015-10-14,18.03,20.71,6.31
2015-10-15,16.05,18.07,6.26
2015-10-16,15.05,17.2,6.18
2015-10-19,14.98,16.86,6.16
2015-10-20,15.75,17.95,6.06
2015-10-21,16.7,18.98,6.07
2015-10-22,14.45,15.63,6.1
2015-10-23,14.46,16.6,5.97
2015-10-26,15.29,17.75,6.0
2015-10-27,15.43,17.92,6.07
2015-10-28,14.33,16.94,5.97
2015-10-29,14.61,17.17,5.89
2015-10-30,15.07,17.3,5.88
2015-11-02,14.15,16.56,5.84
2015-11-03,14.54,16.77,5.77
2015-11-04,15.51,17.22,5.73
2015-11-05,15.05,17.2,5.8
2015-11-06,14.33,16.36,5.82
2015-11-09,16.52,18.03,5.94
2015-11-10,15.29,17.32,6.02
2015-11-11,16.06,17.72,6.02
2015-11-12,18.37,18.92,6.13
2015-11-13,20.08,21.24,6.24
2015-11-16,18.16,18.79,6.28
2015-11-17,18.84,19.34,6.19
2015-11-18,16.85,17.76,6.2
2015-11-19,16.99,17.94,6.28
2015-11-20,15.47,17.03,6.32
2015-11-23,15.62,17.31,6.35
2015-11-24,15.93,17.48,6.41
2015-11-25,15.19,16.98,6.37
2015-11-26,,,6.37
2015-11-27,15.12,17.13,6.38
2015-11-30,16.13,18.1,6.4
2015-12-01,14.67,17.15,6.4
2015-12-02,15.91,17.83,6.34
2015-12-03,18.11,19.72,6.32
2015-12-04,14.81,16.66,6.37
2015-12-07,15.84,17.6,6.51
2015-12-08,17.6,18.84,6.65
2015-12-09,19.61,20.45,6.72
2015-12-10,19.34,20.11,6.71
2015-12-11,24.39,24.38,7.1
2015-12-14,22.73,23.11,7.33
2015-12-15,20.95,21.51,7.09
2015-12-16,17.86,18.79,6.98
2015-12-17,18.94,20.28,7.01
2015-12-18,20.7,21.5,7.2
2015-12-21,18.7,20.22,7.25
2015-12-22,16.6,18.38,7.15
2015-12-23,15.57,17.68,7.05
2015-12-24,15.74,17.81,7.05
2015-12-25,,,
2015-12-28,16.91,18.87,7.07
2015-12-29,16.08,17.84,6.96
2015-12-30,17.29,18.88,6.95
2015-12-31,18.21,19.63,6.95
2016-01-01,,,
2016-01-04,20.7,22.42,7.1
2016-01-05,19.34,21.56,7.03
2016-01-06,20.59,22.48,7.11
2016-01-07,24.99,26.77,7.24
2016-01-08,27.01,28.33,7.23
2016-01-11,24.3,26.41,7.31
2016-01-12,22.47,24.16,7.38
2016-01-13,25.22,27.11,7.5
2016-01-14,23.95,25.96,7.57
2016-01-15,27.02,29.13,7.89
2016-01-18,,,7.9
2016-01-19,26.05,29.32,7.88
2016-01-20,27.59,30.84,8.27
2016-01-21,26.69,30.23,8.13
2016-01-22,22.34,25.74,7.87
2016-01-25,24.15,27.54,7.85
2016-01-26,22.5,26.42,7.83
2016-01-27,23.11,27.27,7.78
2016-01-28,22.42,26.32,7.75
2016-01-29,20.2,23.64,7.74
2016-02-01,19.98,23.06,7.79
2016-02-02,21.98,25.08,7.98
2016-02-03,21.65,25.05,8.03
2016-02-04,21.84,25.35,8.03
2016-02-05,23.38,27.65,8.1
2016-02-08,26.0,31.46,8.51
2016-02-09,26.54,31.91,8.62
2016-02-10,26.29,31.26,8.53
2016-02-11,28.14,31.87,8.87
2016-02-12,25.4,29.74,8.64
2016-02-15,,,8.59
2016-02-16,24.11,28.67,8.45
2016-02-17,22.31,27.19,8.21
2016-02-18,21.64,26.6,8.17
2016-02-19,20.53,24.91,8.23
2016-02-22,19.38,23.81,8.09
2016-02-23,20.98,25.3,8.1
2016-02-24,20.72,24.0,8.17
2016-02-25,19.11,22.62,8.08
2016-02-26,19.81,23.08,7.8
2016-02-29,20.55,23.55,7.75
2016-03-01,17.7,20.77,7.46
2016-03-02,17.09,20.6,7.31
2016-03-03,16.7,20.75,7.28
2016-03-04,16.86,20.81,7.08
2016-03-07,17.35,21.61,7.03
2016-03-08,18.67,22.72,7.14
2016-03-09,18.34,21.89,7.15
2016-03-10,18.05,21.49,7.04
2016-03-11,16.5,19.65,6.82
2016-03-14,16.92,19.57,6.74
2016-03-15,16.84,19.46,6.84
2016-03-16,14.99,17.8,6.94
2016-03-17,14.44,17.65,6.82
2016-03-18,14.02,17.2,6.71
2016-03-21,13.79,17.17,6.65
2016-03-22,14.17,16.98,6.69
2016-03-23,14.94,17.75,6.79
2016-03-24,14.74,17.31,6.93
2016-03-25,,,
2016-03-28,15.24,18.39,6.99
2016-03-29,13.82,16.9,7.14
2016-03-30,13.56,16.53,7.03
2016-03-31,13.95,16.85,7.05
2016-04-01,13.1,15.84,7.05
2016-04-04,14.12,16.85,7.03
2016-04-05,15.42,18.02,7.13
2016-04-06,14.09,16.64,7.04
2016-04-07,16.16,18.62,7.11
2016-04-08,15.36,18.48,7.03
2016-04-11,16.26,18.59,7.0
2016-04-12,14.85,17.48,6.87
2016-04-13,13.84,16.26,6.71
2016-04-14,13.72,16.6,6.6
2016-04-15,13.62,16.05,6.62
2016-04-18,13.35,16.04,6.62
2016-04-19,13.24,16.43,6.46
2016-04-20,13.28,16.31,6.31
2016-04-21,13.95,16.57,6.29
2016-04-22,13.22,16.61,6.29
2016-04-25,14.08,17.21,6.32
2016-04-26,13.96,17.26,6.26
2016-04-27,13.77,17.06,6.25
2016-04-28,15.22,18.07,6.19
2016-04-29,15.7,19.3,6.24
2016-05-02,14.68,18.28,6.16
2016-05-03,15.6,19.02,6.31
2016-05-04,16.05,19.32,6.39
2016-05-05,15.91,19.14,6.42
2016-05-06,14.72,17.54,6.48
2016-05-09,14.57,17.38,6.53
2016-05-10,13.63,16.27,6.46
2016-05-11,14.69,17.16,6.4
2016-05-12,14.41,17.26,6.36
2016-05-13,15.04,17.1,6.41
2016-05-16,14.68,16.37,6.3
2016-05-17,15.57,17.6,6.26
2016-05-18,15.95,17.41,6.16
2016-05-19,16.33,17.88,6.29
2016-05-20,15.2,16.4,6.22
2016-05-23,15.82,16.85,6.21
2016-05-24,14.42,15.32,6.13
2016-05-25,13.9,15.01,6.04
2016-05-26,13.43,14.71,6.08
2016-05-27,13.12,14.55,6.08
2016-05-30,,,6.08
2016-05-31,14.19,15.25,5.97
2016-06-01,14.2,15.39,6.01
