,Instrument,Company Common Name,Date,Price Close,Close Price
40726,0241.HK,,2019-04-03T00:00:00Z,8.99,8.99
40727,0241.HK,,2019-04-04T00:00:00Z,9.0,9.0
40728,0241.HK,,2019-04-08T00:00:00Z,9.0,9.0
40729,0241.HK,,2019-04-09T00:00:00Z,9.79,9.79
40730,0241.HK,,2019-04-10T00:00:00Z,10.0,10.0
40731,0241.HK,,2019-04-11T00:00:00Z,9.88,9.88
40732,0241.HK,,2019-04-12T00:00:00Z,10.0,10.0
40733,0241.HK,,2019-04-15T00:00:00Z,9.76,9.76
40734,0241.HK,,2019-04-16T00:00:00Z,9.8,9.8
40735,0241.HK,,2019-04-17T00:00:00Z,9.78,9.78
40736,0241.HK,,2019-04-18T00:00:00Z,9.65,9.65
40737,0241.HK,,2019-04-23T00:00:00Z,9.28,9.28
40738,0241.HK,,2019-04-24T00:00:00Z,9.52,9.52
40739,0241.HK,,2019-04-25T00:00:00Z,9.13,9.13
40740,0241.HK,,2019-04-26T00:00:00Z,9.21,9.21
40741,0241.HK,,2019-04-29T00:00:00Z,9.06,9.06
40742,0241.HK,,2019-04-30T00:00:00Z,9.38,9.38
40743,0241.HK,,2019-05-02T00:00:00Z,9.21,9.21
40744,0241.HK,,2019-05-03T00:00:00Z,9.26,9.26
40745,0241.HK,,2019-05-06T00:00:00Z,8.82,8.82
40746,0241.HK,,2019-05-07T00:00:00Z,8.79,8.79
40747,0241.HK,,2019-05-08T00:00:00Z,8.64,8.64
40748,0241.HK,,2019-05-09T00:00:00Z,8.0,8.0
40749,0241.HK,,2019-05-10T00:00:00Z,8.27,8.27
40750,0241.HK,,2019-05-14T00:00:00Z,8.1,8.1
40751,0241.HK,,2019-05-15T00:00:00Z,8.65,8.65
40752,0241.HK,,2019-05-16T00:00:00Z,8.27,8.27
40753,0241.HK,,2019-05-17T00:00:00Z,8.0,8.0
40754,0241.HK,,2019-05-20T00:00:00Z,7.58,7.58
40755,0241.HK,,2019-05-21T00:00:00Z,7.62,7.62
40756,0241.HK,,2019-05-22T00:00:00Z,7.68,7.68
40757,0241.HK,,2019-05-23T00:00:00Z,7.58,7.58
40758,0241.HK,,2019-05-24T00:00:00Z,7.55,7.55
40759,0241.HK,,2019-05-27T00:00:00Z,7.47,7.47
40760,0241.HK,,2019-05-28T00:00:00Z,7.64,7.64
40761,0241.HK,,2019-05-29T00:00:00Z,7.43,7.43
40762,0241.HK,,2019-05-30T00:00:00Z,7.36,7.36
40763,0241.HK,,2019-05-31T00:00:00Z,7.43,7.43
40764,0241.HK,,2019-06-03T00:00:00Z,7.43,7.43
40765,0241.HK,,2019-06-04T00:00:00Z,7.1,7.1
40766,0241.HK,,2019-06-05T00:00:00Z,7.16,7.16
40767,0241.HK,,2019-06-06T00:00:00Z,7.11,7.11
40768,0241.HK,,2019-06-10T00:00:00Z,7.4,7.4
40769,0241.HK,,2019-06-11T00:00:00Z,7.67,7.67
40770,0241.HK,,2019-06-12T00:00:00Z,7.42,7.42
40771,0241.HK,,2019-06-13T00:00:00Z,7.46,7.46
40772,0241.HK,,2019-06-14T00:00:00Z,7.15,7.15
40773,0241.HK,,2019-06-17T00:00:00Z,7.15,7.15
40774,0241.HK,,2019-06-18T00:00:00Z,7.24,7.24
40775,0241.HK,,2019-06-19T00:00:00Z,7.69,7.69
40776,0241.HK,,2019-06-20T00:00:00Z,7.77,7.77
40777,0241.HK,,2019-06-21T00:00:00Z,7.69,7.69
40778,0241.HK,,2019-06-24T00:00:00Z,7.67,7.67
40779,0241.HK,,2019-06-25T00:00:00Z,7.49,7.49
40780,0241.HK,,2019-06-26T00:00:00Z,7.53,7.53
40781,0241.HK,,2019-06-27T00:00:00Z,7.58,7.58
40782,0241.HK,,2019-06-28T00:00:00Z,7.48,7.48
40783,0241.HK,,2019-07-02T00:00:00Z,7.66,7.66
40784,0241.HK,,2019-07-03T00:00:00Z,7.56,7.56
40785,0241.HK,,2019-07-04T00:00:00Z,7.4,7.4
40786,0241.HK,,2019-07-05T00:00:00Z,7.44,7.44
40787,0241.HK,,2019-07-08T00:00:00Z,7.21,7.21
40788,0241.HK,,2019-07-09T00:00:00Z,7.23,7.23
40789,0241.HK,,2019-07-10T00:00:00Z,7.38,7.38
40790,0241.HK,,2019-07-11T00:00:00Z,7.25,7.25
40791,0241.HK,,2019-07-12T00:00:00Z,7.15,7.15
40792,0241.HK,,2019-07-15T00:00:00Z,7.3,7.3
40793,0241.HK,,2019-07-16T00:00:00Z,7.38,7.38
40794,0241.HK,,2019-07-17T00:00:00Z,7.3,7.3
40795,0241.HK,,2019-07-18T00:00:00Z,7.17,7.17
40796,0241.HK,,2019-07-19T00:00:00Z,7.2,7.2
40797,0241.HK,,2019-07-22T00:00:00Z,7.13,7.13
40798,0241.HK,,2019-07-23T00:00:00Z,7.11,7.11
40799,0241.HK,,2019-07-24T00:00:00Z,7.11,7.11
40800,0241.HK,,2019-07-25T00:00:00Z,7.39,7.39
40801,0241.HK,,2019-07-26T00:00:00Z,7.22,7.22
40802,0241.HK,,2019-07-29T00:00:00Z,7.33,7.33
40803,0241.HK,,2019-07-30T00:00:00Z,7.23,7.23
40804,0241.HK,,2019-07-31T00:00:00Z,7.11,7.11
40805,0241.HK,,2019-08-01T00:00:00Z,7.12,7.12
40806,0241.HK,,2019-08-02T00:00:00Z,6.99,6.99
40807,0241.HK,,2019-08-05T00:00:00Z,6.62,6.62
40808,0241.HK,,2019-08-06T00:00:00Z,6.5,6.5
40809,0241.HK,,2019-08-07T00:00:00Z,6.63,6.63
40810,0241.HK,,2019-08-08T00:00:00Z,6.66,6.66
40811,0241.HK,,2019-08-09T00:00:00Z,6.5,6.5
40812,0241.HK,,2019-08-12T00:00:00Z,6.65,6.65
40813,0241.HK,,2019-08-13T00:00:00Z,6.28,6.28
40814,0241.HK,,2019-08-14T00:00:00Z,6.25,6.25
40815,0241.HK,,2019-08-15T00:00:00Z,6.3,6.3
40816,0241.HK,,2019-08-16T00:00:00Z,6.4,6.4
40817,0241.HK,,2019-08-19T00:00:00Z,6.7,6.7
40818,0241.HK,,2019-08-20T00:00:00Z,6.9,6.9
40819,0241.HK,,2019-08-21T00:00:00Z,6.73,6.73
40820,0241.HK,,2019-08-22T00:00:00Z,6.56,6.56
40821,0241.HK,,2019-08-23T00:00:00Z,7.32,7.32
40822,0241.HK,,2019-08-26T00:00:00Z,7.56,7.56
40823,0241.HK,,2019-08-27T00:00:00Z,7.43,7.43
40824,0241.HK,,2019-08-28T00:00:00Z,7.34,7.34
40825,0241.HK,,2019-08-29T00:00:00Z,7.48,7.48
40826,0241.HK,,2019-08-30T00:00:00Z,7.43,7.43
40827,0241.HK,,2019-09-02T00:00:00Z,7.35,7.35
40828,0241.HK,,2019-09-03T00:00:00Z,7.3,7.3
40829,0241.HK,,2019-09-04T00:00:00Z,7.31,7.31
40830,0241.HK,,2019-09-05T00:00:00Z,7.33,7.33
40831,0241.HK,,2019-09-06T00:00:00Z,7.32,7.32
40832,0241.HK,,2019-09-09T00:00:00Z,7.27,7.27
40833,0241.HK,,2019-09-10T00:00:00Z,7.1,7.1
40834,0241.HK,,2019-09-11T00:00:00Z,7.09,7.09
40835,0241.HK,,2019-09-12T00:00:00Z,7.14,7.14
40836,0241.HK,,2019-09-13T00:00:00Z,7.27,7.27
40837,0241.HK,,2019-09-16T00:00:00Z,7.13,7.13
40838,0241.HK,,2019-09-17T00:00:00Z,6.89,6.89
40839,0241.HK,,2019-09-18T00:00:00Z,6.93,6.93
40840,0241.HK,,2019-09-19T00:00:00Z,6.92,6.92
40841,0241.HK,,2019-09-20T00:00:00Z,6.93,6.93
40842,0241.HK,,2019-09-23T00:00:00Z,7.09,7.09
40843,0241.HK,,2019-09-24T00:00:00Z,7.05,7.05
40844,0241.HK,,2019-09-25T00:00:00Z,6.9,6.9
40845,0241.HK,,2019-09-26T00:00:00Z,6.89,6.89
40846,0241.HK,,2019-09-27T00:00:00Z,6.9,6.9
40847,0241.HK,,2019-09-30T00:00:00Z,6.85,6.85
40848,0241.HK,,2019-10-02T00:00:00Z,6.88,6.88
40849,0241.HK,,2019-10-03T00:00:00Z,6.86,6.86
40850,0241.HK,,2019-10-04T00:00:00Z,6.9,6.9
40851,0241.HK,,2019-10-08T00:00:00Z,6.95,6.95
40852,0241.HK,,2019-10-09T00:00:00Z,6.82,6.82
40853,0241.HK,,2019-10-10T00:00:00Z,7.16,7.16
40854,0241.HK,,2019-10-11T00:00:00Z,7.09,7.09
40855,0241.HK,,2019-10-14T00:00:00Z,7.11,7.11
40856,0241.HK,,2019-10-15T00:00:00Z,7.02,7.02
40857,0241.HK,,2019-10-16T00:00:00Z,7.24,7.24
40858,0241.HK,,2019-10-17T00:00:00Z,7.18,7.18
40859,0241.HK,,2019-10-18T00:00:00Z,7.08,7.08
40860,0241.HK,,2019-10-21T00:00:00Z,7.08,7.08
40861,0241.HK,,2019-10-22T00:00:00Z,7.35,7.35
40862,0241.HK,,2019-10-23T00:00:00Z,7.11,7.11
40863,0241.HK,,2019-10-24T00:00:00Z,7.32,7.32
40864,0241.HK,,2019-10-25T00:00:00Z,7.48,7.48
40865,0241.HK,,2019-10-28T00:00:00Z,7.85,7.85
40866,0241.HK,,2019-10-29T00:00:00Z,7.84,7.84
40867,0241.HK,,2019-10-30T00:00:00Z,8.02,8.02
40868,0241.HK,,2019-10-31T00:00:00Z,7.91,7.91
40869,0241.HK,,2019-11-01T00:00:00Z,7.99,7.99
40870,0241.HK,,2019-11-04T00:00:00Z,8.21,8.21
40871,0241.HK,,2019-11-05T00:00:00Z,8.12,8.12
40872,0241.HK,,2019-11-06T00:00:00Z,8.17,8.17
40873,0241.HK,,2019-11-07T00:00:00Z,8.26,8.26
40874,0241.HK,,2019-11-08T00:00:00Z,8.26,8.26
40875,0241.HK,,2019-11-11T00:00:00Z,7.96,7.96
40876,0241.HK,,2019-11-12T00:00:00Z,8.22,8.22
40877,0241.HK,,2019-11-13T00:00:00Z,8.18,8.18
40878,0241.HK,,2019-11-14T00:00:00Z,8.13,8.13
40879,0241.HK,,2019-11-15T00:00:00Z,8.0,8.0
40880,0241.HK,,2019-11-18T00:00:00Z,8.0,8.0
40881,0241.HK,,2019-11-19T00:00:00Z,8.16,8.16
40882,0241.HK,,2019-11-20T00:00:00Z,8.19,8.19
40883,0241.HK,,2019-11-21T00:00:00Z,8.58,8.58
40884,0241.HK,,2019-11-22T00:00:00Z,8.5,8.5
40885,0241.HK,,2019-11-25T00:00:00Z,8.44,8.44
40886,0241.HK,,2019-11-26T00:00:00Z,8.24,8.24
40887,0241.HK,,2019-11-27T00:00:00Z,8.59,8.59
40888,0241.HK,,2019-11-28T00:00:00Z,9.12,9.12
40889,0241.HK,,2019-11-29T00:00:00Z,8.86,8.86
40890,0241.HK,,2019-12-02T00:00:00Z,8.49,8.49
40891,0241.HK,,2019-12-03T00:00:00Z,8.7,8.7
40892,0241.HK,,2019-12-04T00:00:00Z,8.58,8.58
40893,0241.HK,,2019-12-05T00:00:00Z,8.89,8.89
40894,0241.HK,,2019-12-06T00:00:00Z,8.94,8.94
40895,0241.HK,,2019-12-09T00:00:00Z,8.74,8.74
40896,0241.HK,,2019-12-10T00:00:00Z,8.66,8.66
40897,0241.HK,,2019-12-11T00:00:00Z,8.78,8.78
40898,0241.HK,,2019-12-12T00:00:00Z,8.64,8.64
40899,0241.HK,,2019-12-13T00:00:00Z,8.68,8.68
40900,0241.HK,,2019-12-16T00:00:00Z,8.73,8.73
40901,0241.HK,,2019-12-17T00:00:00Z,8.9,8.9
40902,0241.HK,,2019-12-18T00:00:00Z,9.11,9.11
40903,0241.HK,,2019-12-19T00:00:00Z,9.18,9.18
40904,0241.HK,,2019-12-20T00:00:00Z,9.01,9.01
40905,0241.HK,,2019-12-23T00:00:00Z,9.18,9.18
40906,0241.HK,,2019-12-24T00:00:00Z,9.25,9.25
40907,0241.HK,,2019-12-27T00:00:00Z,9.21,9.21
40908,0241.HK,,2019-12-30T00:00:00Z,9.03,9.03
40909,0241.HK,,2019-12-31T00:00:00Z,9.0,9.0
40910,0241.HK,,2020-01-02T00:00:00Z,9.13,9.13
40911,0241.HK,,2020-01-03T00:00:00Z,9.12,9.12
40912,0241.HK,,2020-01-06T00:00:00Z,8.81,8.81
40913,0241.HK,,2020-01-07T00:00:00Z,9.86,9.86
40914,0241.HK,,2020-01-08T00:00:00Z,9.87,9.87
40915,0241.HK,,2020-01-09T00:00:00Z,9.61,9.61
40916,0241.HK,,2020-01-10T00:00:00Z,9.48,9.48
40917,0241.HK,,2020-01-13T00:00:00Z,9.9,9.9
40918,0241.HK,,2020-01-14T00:00:00Z,9.8,9.8
40919,0241.HK,,2020-01-15T00:00:00Z,9.91,9.91
40920,0241.HK,,2020-01-16T00:00:00Z,10.06,10.06
40921,0241.HK,,2020-01-17T00:00:00Z,10.06,10.06
40922,0241.HK,,2020-01-20T00:00:00Z,9.92,9.92
40923,0241.HK,,2020-01-21T00:00:00Z,10.16,10.16
40924,0241.HK,,2020-01-22T00:00:00Z,10.48,10.48
40925,0241.HK,,2020-01-23T00:00:00Z,10.38,10.38
40926,0241.HK,,2020-01-24T00:00:00Z,10.76,10.76
40927,0241.HK,,2020-01-29T00:00:00Z,11.78,11.78
40928,0241.HK,,2020-01-30T00:00:00Z,11.16,11.16
40929,0241.HK,,2020-01-31T00:00:00Z,10.96,10.96
40930,0241.HK,,2020-02-03T00:00:00Z,10.48,10.48
40931,0241.HK,,2020-02-04T00:00:00Z,11.24,11.24
40932,0241.HK,,2020-02-05T00:00:00Z,11.16,11.16
40933,0241.HK,,2020-02-06T00:00:00Z,11.62,11.62
40934,0241.HK,,2020-02-07T00:00:00Z,12.08,12.08
40935,0241.HK,,2020-02-10T00:00:00Z,13.66,13.66
40936,0241.HK,,2020-02-11T00:00:00Z,13.58,13.58
40937,0241.HK,,2020-02-12T00:00:00Z,13.7,13.7
40938,0241.HK,,2020-02-13T00:00:00Z,14.2,14.2
40939,0241.HK,,2020-02-14T00:00:00Z,13.96,13.96
40940,0241.HK,,2020-02-17T00:00:00Z,14.6,14.6
40941,0241.HK,,2020-02-18T00:00:00Z,14.8,14.8
40942,0241.HK,,2020-02-19T00:00:00Z,15.02,15.02
40943,0241.HK,,2020-02-20T00:00:00Z,15.48,15.48
40944,0241.HK,,2020-02-21T00:00:00Z,15.06,15.06
40945,0241.HK,,2020-02-24T00:00:00Z,14.4,14.4
40946,0241.HK,,2020-02-25T00:00:00Z,14.42,14.42
40947,0241.HK,,2020-02-26T00:00:00Z,14.06,14.06
40948,0241.HK,,2020-02-27T00:00:00Z,15.4,15.4
40949,0241.HK,,2020-02-28T00:00:00Z,14.94,14.94
40950,0241.HK,,2020-03-02T00:00:00Z,14.68,14.68
40951,0241.HK,,2020-03-03T00:00:00Z,15.94,15.94
40952,0241.HK,,2020-03-04T00:00:00Z,15.64,15.64
40953,0241.HK,,2020-03-05T00:00:00Z,15.88,15.88
40954,0241.HK,,2020-03-06T00:00:00Z,15.98,15.98
40955,0241.HK,,2020-03-09T00:00:00Z,14.86,14.86
40956,0241.HK,,2020-03-10T00:00:00Z,14.74,14.74
40957,0241.HK,,2020-03-11T00:00:00Z,14.54,14.54
40958,0241.HK,,2020-03-12T00:00:00Z,13.28,13.28
40959,0241.HK,,2020-03-13T00:00:00Z,12.88,12.88
40960,0241.HK,,2020-03-16T00:00:00Z,12.06,12.06
40961,0241.HK,,2020-03-17T00:00:00Z,12.0,12.0
40962,0241.HK,,2020-03-18T00:00:00Z,11.84,11.84
40963,0241.HK,,2020-03-19T00:00:00Z,11.52,11.52
40964,0241.HK,,2020-03-20T00:00:00Z,12.3,12.3
40965,0241.HK,,2020-03-23T00:00:00Z,11.12,11.12
40966,0241.HK,,2020-03-24T00:00:00Z,11.76,11.76
40967,0241.HK,,2020-03-25T00:00:00Z,12.58,12.58
40968,0241.HK,,2020-03-26T00:00:00Z,13.32,13.32
40969,0241.HK,,2020-03-27T00:00:00Z,13.12,13.12
40970,0241.HK,,2020-03-30T00:00:00Z,12.76,12.76
40971,0241.HK,,2020-03-31T00:00:00Z,12.96,12.96
40972,0241.HK,,2020-04-01T00:00:00Z,12.86,12.86
40973,0241.HK,,2020-04-02T00:00:00Z,14.46,14.46
40974,0241.HK,,2020-04-03T00:00:00Z,14.22,14.22
40975,0241.HK,,2020-04-06T00:00:00Z,15.0,15.0
40976,0241.HK,,2020-04-07T00:00:00Z,15.12,15.12
40977,0241.HK,,2020-04-08T00:00:00Z,15.0,15.0
40978,0241.HK,,2020-04-09T00:00:00Z,15.08,15.08
40979,0241.HK,,2020-04-14T00:00:00Z,16.1,16.1
40980,0241.HK,,2020-04-15T00:00:00Z,16.22,16.22
40981,0241.HK,,2020-04-16T00:00:00Z,16.84,16.84
40982,0241.HK,,2020-04-17T00:00:00Z,16.62,16.62
40983,0241.HK,,2020-04-20T00:00:00Z,17.36,17.36
40984,0241.HK,,2020-04-21T00:00:00Z,17.08,17.08
40985,0241.HK,,2020-04-22T00:00:00Z,18.94,18.94
40986,0241.HK,,2020-04-23T00:00:00Z,19.6,19.6
40987,0241.HK,,2020-04-24T00:00:00Z,18.34,18.34
40988,0241.HK,,2020-04-27T00:00:00Z,19.12,19.12
40989,0241.HK,,2020-04-28T00:00:00Z,19.0,19.0
40990,0241.HK,,2020-04-29T00:00:00Z,18.76,18.76
40991,0241.HK,,2020-05-04T00:00:00Z,17.86,17.86
40992,0241.HK,,2020-05-05T00:00:00Z,17.92,17.92
40993,0241.HK,,2020-05-06T00:00:00Z,17.78,17.78
40994,0241.HK,,2020-05-07T00:00:00Z,18.14,18.14
40995,0241.HK,,2020-05-08T00:00:00Z,18.24,18.24
40996,0241.HK,,2020-05-11T00:00:00Z,18.7,18.7
40997,0241.HK,,2020-05-12T00:00:00Z,20.15,20.15
40998,0241.HK,,2020-05-13T00:00:00Z,20.3,20.3
40999,0241.HK,,2020-05-14T00:00:00Z,20.3,20.3
41000,0241.HK,,2020-05-15T00:00:00Z,21.3,21.3
41001,0241.HK,,2020-05-18T00:00:00Z,20.4,20.4
41002,0241.HK,,2020-05-19T00:00:00Z,19.9,19.9
41003,0241.HK,,2020-05-20T00:00:00Z,20.0,20.0
41004,0241.HK,,2020-05-21T00:00:00Z,19.66,19.66
41005,0241.HK,,2020-05-22T00:00:00Z,18.18,18.18
41006,0241.HK,,2020-05-25T00:00:00Z,18.72,18.72
41007,0241.HK,,2020-05-26T00:00:00Z,19.08,19.08
41008,0241.HK,,2020-05-27T00:00:00Z,18.08,18.08
41009,0241.HK,,2020-05-28T00:00:00Z,17.38,17.38
41010,0241.HK,,2020-05-29T00:00:00Z,18.16,18.16
41011,0241.HK,,2020-06-01T00:00:00Z,19.42,19.42
41012,0241.HK,,2020-06-02T00:00:00Z,19.9,19.9
41013,0241.HK,,2020-06-03T00:00:00Z,20.2,20.2
41014,0241.HK,,2020-06-04T00:00:00Z,20.0,20.0
41015,0241.HK,,2020-06-05T00:00:00Z,19.68,19.68
41016,0241.HK,,2020-06-08T00:00:00Z,18.96,18.96
41017,0241.HK,,2020-06-09T00:00:00Z,19.7,19.7
41018,0241.HK,,2020-06-10T00:00:00Z,19.4,19.4
41019,0241.HK,,2020-06-11T00:00:00Z,19.72,19.72
41020,0241.HK,,2020-06-12T00:00:00Z,20.65,20.65
41021,0241.HK,,2020-06-15T00:00:00Z,19.94,19.94
41022,0241.HK,,2020-06-16T00:00:00Z,20.55,20.55
41023,0241.HK,,2020-06-17T00:00:00Z,20.4,20.4
41024,0241.HK,,2020-06-18T00:00:00Z,20.5,20.5
41025,0241.HK,,2020-06-19T00:00:00Z,22.05,22.05
41026,0241.HK,,2020-06-22T00:00:00Z,21.95,21.95
41027,0241.HK,,2020-06-23T00:00:00Z,23.7,23.7
41028,0241.HK,,2020-06-24T00:00:00Z,23.7,23.7
41029,0241.HK,,2020-06-26T00:00:00Z,23.3,23.3
41030,0241.HK,,2020-06-29T00:00:00Z,22.75,22.75
41031,0241.HK,,2020-06-30T00:00:00Z,22.6,22.6
41032,0241.HK,,2020-07-02T00:00:00Z,22.55,22.55
41033,0241.HK,,2020-07-03T00:00:00Z,23.15,23.15
41034,0241.HK,,2020-07-06T00:00:00Z,22.75,22.75
41035,0241.HK,,2020-07-07T00:00:00Z,22.9,22.9
41036,0241.HK,,2020-07-08T00:00:00Z,23.55,23.55
41037,0241.HK,,2020-07-09T00:00:00Z,23.55,23.55
41038,0241.HK,,2020-07-10T00:00:00Z,22.2,22.2
41039,0241.HK,,2020-07-13T00:00:00Z,21.8,21.8
41040,0241.HK,,2020-07-14T00:00:00Z,21.0,21.0
41041,0241.HK,,2020-07-15T00:00:00Z,20.65,20.65
41042,0241.HK,,2020-07-16T00:00:00Z,19.14,19.14
41043,0241.HK,,2020-07-17T00:00:00Z,19.7,19.7
41044,0241.HK,,2020-07-20T00:00:00Z,19.9,19.9
41045,0241.HK,,2020-07-21T00:00:00Z,22.65,22.65
41046,0241.HK,,2020-07-22T00:00:00Z,21.65,21.65
41047,0241.HK,,2020-07-23T00:00:00Z,22.35,22.35
41048,0241.HK,,2020-07-24T00:00:00Z,20.85,20.85
41049,0241.HK,,2020-07-27T00:00:00Z,20.5,20.5
41050,0241.HK,,2020-07-28T00:00:00Z,21.5,21.5
41051,0241.HK,,2020-07-29T00:00:00Z,21.2,21.2
41052,0241.HK,,2020-07-30T00:00:00Z,21.4,21.4
41053,0241.HK,,2020-07-31T00:00:00Z,21.4,21.4
41054,0241.HK,,2020-08-03T00:00:00Z,21.05,21.05
41055,0241.HK,,2020-08-04T00:00:00Z,21.8,21.8
41056,0241.HK,,2020-08-05T00:00:00Z,21.25,21.25
41057,0241.HK,,2020-08-06T00:00:00Z,21.2,21.2
41058,0241.HK,,2020-08-07T00:00:00Z,20.85,20.85
41059,0241.HK,,2020-08-10T00:00:00Z,20.45,20.45
41060,0241.HK,,2020-08-11T00:00:00Z,19.84,19.84
41061,0241.HK,,2020-08-12T00:00:00Z,19.4,19.4
41062,0241.HK,,2020-08-13T00:00:00Z,19.52,19.52
41063,0241.HK,,2020-08-14T00:00:00Z,19.38,19.38
41064,0241.HK,,2020-08-17T00:00:00Z,19.18,19.18
41065,0241.HK,,2020-08-18T00:00:00Z,19.84,19.84
41066,0241.HK,,2020-08-19T00:00:00Z,19.48,19.48
41067,0241.HK,,2020-08-20T00:00:00Z,19.18,19.18
41068,0241.HK,,2020-08-21T00:00:00Z,18.88,18.88
41069,0241.HK,,2020-08-24T00:00:00Z,19.02,19.02
41070,0241.HK,,2020-08-25T00:00:00Z,17.72,17.72
41071,0241.HK,,2020-08-26T00:00:00Z,18.06,18.06
41072,0241.HK,,2020-08-27T00:00:00Z,18.76,18.76
41073,0241.HK,,2020-08-28T00:00:00Z,19.18,19.18
41074,0241.HK,,2020-08-31T00:00:00Z,18.72,18.72
41075,0241.HK,,2020-09-01T00:00:00Z,18.62,18.62
41076,0241.HK,,2020-09-02T00:00:00Z,19.7,19.7
41077,0241.HK,,2020-09-03T00:00:00Z,19.74,19.74
41078,0241.HK,,2020-09-04T00:00:00Z,19.46,19.46
41079,0241.HK,,2020-09-07T00:00:00Z,18.36,18.36
41080,0241.HK,,2020-09-08T00:00:00Z,17.86,17.86
41081,0241.HK,,2020-09-09T00:00:00Z,17.4,17.4
41082,0241.HK,,2020-09-10T00:00:00Z,17.62,17.62
41083,0241.HK,,2020-09-11T00:00:00Z,18.06,18.06
41084,0241.HK,,2020-09-14T00:00:00Z,18.76,18.76
41085,0241.HK,,2020-09-15T00:00:00Z,18.66,18.66
41086,0241.HK,,2020-09-16T00:00:00Z,19.64,19.64
41087,0241.HK,,2020-09-17T00:00:00Z,18.86,18.86
41088,0241.HK,,2020-09-18T00:00:00Z,19.18,19.18
41089,0241.HK,,2020-09-21T00:00:00Z,18.84,18.84
41090,0241.HK,,2020-09-22T00:00:00Z,19.1,19.1
41091,0241.HK,,2020-09-23T00:00:00Z,19.38,19.38
41092,0241.HK,,2020-09-24T00:00:00Z,18.46,18.46
41093,0241.HK,,2020-09-25T00:00:00Z,18.4,18.4
41094,0241.HK,,2020-09-28T00:00:00Z,18.54,18.54
41095,0241.HK,,2020-09-29T00:00:00Z,18.1,18.1
41096,0241.HK,,2020-09-30T00:00:00Z,18.88,18.88
41097,0241.HK,,2020-10-05T00:00:00Z,19.2,19.2
41098,0241.HK,,2020-10-06T00:00:00Z,20.55,20.55
41099,0241.HK,,2020-10-07T00:00:00Z,20.8,20.8
41100,0241.HK,,2020-10-08T00:00:00Z,21.1,21.1
41101,0241.HK,,2020-10-09T00:00:00Z,21.35,21.35
41102,0241.HK,,2020-10-12T00:00:00Z,21.25,21.25
41103,0241.HK,,2020-10-12T00:00:00Z,21.25,21.25
41104,0241.HK,,2020-10-14T00:00:00Z,22.2,22.2
41105,0241.HK,,2020-10-15T00:00:00Z,20.65,20.65
41106,0241.HK,,2020-10-16T00:00:00Z,20.85,20.85
41107,0241.HK,,2020-10-19T00:00:00Z,20.4,20.4
41108,0241.HK,,2020-10-20T00:00:00Z,20.45,20.45
41109,0241.HK,,2020-10-21T00:00:00Z,20.45,20.45
41110,0241.HK,,2020-10-22T00:00:00Z,20.65,20.65
41111,0241.HK,,2020-10-23T00:00:00Z,20.35,20.35
41112,0241.HK,,2020-10-27T00:00:00Z,21.0,21.0
41113,0241.HK,,2020-10-28T00:00:00Z,21.3,21.3
41114,0241.HK,,2020-10-29T00:00:00Z,20.7,20.7
41115,0241.HK,,2020-10-30T00:00:00Z,20.25,20.25
41116,0241.HK,,2020-11-02T00:00:00Z,20.3,20.3
41117,0241.HK,,2020-11-03T00:00:00Z,20.7,20.7
41118,0241.HK,,2020-11-04T00:00:00Z,20.8,20.8
41119,0241.HK,,2020-11-05T00:00:00Z,21.6,21.6
41120,0241.HK,,2020-11-06T00:00:00Z,21.8,21.8
41121,0241.HK,,2020-11-09T00:00:00Z,23.0,23.0
41122,0241.HK,,2020-11-10T00:00:00Z,21.5,21.5
41123,0241.HK,,2020-11-11T00:00:00Z,18.94,18.94
41124,0241.HK,,2020-11-12T00:00:00Z,19.5,19.5
41125,0241.HK,,2020-11-13T00:00:00Z,20.3,20.3
41126,0241.HK,,2020-11-16T00:00:00Z,20.0,20.0
41127,0241.HK,,2020-11-17T00:00:00Z,19.66,19.66
41128,0241.HK,,2020-11-18T00:00:00Z,19.96,19.96
41129,0241.HK,,2020-11-19T00:00:00Z,20.25,20.25
41130,0241.HK,,2020-11-20T00:00:00Z,20.55,20.55
41131,0241.HK,,2020-11-23T00:00:00Z,20.3,20.3
41132,0241.HK,,2020-11-24T00:00:00Z,19.96,19.96
41133,0241.HK,,2020-11-25T00:00:00Z,19.7,19.7
41134,0241.HK,,2020-11-26T00:00:00Z,21.2,21.2
41135,0241.HK,,2020-11-27T00:00:00Z,22.5,22.5
41136,0241.HK,,2020-11-30T00:00:00Z,22.8,22.8
41137,0241.HK,,2020-12-01T00:00:00Z,22.2,22.2
41138,0241.HK,,2020-12-02T00:00:00Z,22.55,22.55
41139,0241.HK,,2020-12-03T00:00:00Z,23.2,23.2
41140,0241.HK,,2020-12-04T00:00:00Z,22.55,22.55
41141,0241.HK,,2020-12-07T00:00:00Z,23.0,23.0
41142,0241.HK,,2020-12-08T00:00:00Z,23.9,23.9
41143,0241.HK,,2020-12-09T00:00:00Z,25.0,25.0
41144,0241.HK,,2020-12-10T00:00:00Z,25.4,25.4
41145,0241.HK,,2020-12-11T00:00:00Z,25.1,25.1
41146,0241.HK,,2020-12-14T00:00:00Z,25.45,25.45
41147,0241.HK,,2020-12-15T00:00:00Z,26.25,26.25
41148,0241.HK,,2020-12-16T00:00:00Z,25.85,25.85
